,Realized Volatility
2008-01-03,0.006333544308758886
2008-01-04,0.014086944007992524
2008-01-07,0.013625312851289921
2008-01-08,0.01638044073328242
2008-01-09,0.013521218539092666
2008-01-10,0.017253280088195225
2008-01-11,0.012020574251553034
2008-01-14,0.008127863663794178
2008-01-15,0.016361925271992112
2008-01-16,0.0188041070861077
2008-01-17,0.01498914575898298
2008-01-18,0.021858365331855742
2008-01-22,0.03976364546730055
2008-01-23,0.03541021205449259
2008-01-24,0.014572856015281866
2008-01-25,0.015289663651132088
2008-01-28,0.014620073371536804
2008-01-29,0.009629292047621092
2008-01-30,0.017551682573346442
2008-01-31,0.022802211877927716
2008-02-01,0.012007316310554171
2008-02-04,0.00786264331513559
2008-02-05,0.021393978928496565
2008-02-06,0.009660238339024112
2008-02-07,0.017601643165725215
2008-02-08,0.012657354626573223
2008-02-11,0.009763244636858515
2008-02-12,0.013622021569288245
2008-02-13,0.010261428370135599
2008-02-14,0.008866755186720025
2008-02-15,0.008782735971819569
2008-02-19,0.01349464489432165
2008-02-20,0.013933885608589557
2008-02-21,0.010699154197171809
2008-02-22,0.01322495761193534
2008-02-25,0.014850891864106965
2008-02-26,0.007951641754436715
2008-02-27,0.01068223591023527
2008-02-28,0.01182727033969041
2008-02-29,0.017482698517774165
2008-03-03,0.012461212082013541
2008-03-04,0.013692883091300078
2008-03-05,0.010705834602888778
2008-03-06,0.012853147768290054
2008-03-07,0.014770106160673684
2008-03-10,0.008979098672280373
2008-03-11,0.026158807325371163
2008-03-12,0.011132374626073522
2008-03-13,0.02327765565824229
2008-03-14,0.028361319556955873
2008-03-17,0.02489044774937546
2008-03-18,0.025413467433085642
2008-03-19,0.015600577386674582
2008-03-20,0.011012626410868078
2008-03-24,0.013826109417086965
2008-03-25,0.008700185081615016
2008-03-26,0.010443449204180935
2008-03-27,0.011721714394197906
2008-03-28,0.008303907263440003
2008-03-31,0.008205319000666378
2008-04-01,0.015227609829606014
2008-04-02,0.008140113696992083
2008-04-03,0.010573200888282466
2008-04-04,0.007392587896450449
2008-04-07,0.008681980185172513
2008-04-08,0.008305899700714972
2008-04-09,0.006554036326271352
2008-04-10,0.008634220217119648
2008-04-11,0.013997282943365807
2008-04-14,0.006546543888683223
2008-04-15,0.008888749587701313
2008-04-16,0.011736752027045506
2008-04-17,0.006298148935057464
2008-04-18,0.016677272434054
2008-04-21,0.006109486920357429
2008-04-22,0.00951978944146059
2008-04-23,0.007360782398352808
2008-04-24,0.009446695732666703
2008-04-25,0.00914126577259868
2008-04-28,0.00510861963443819
2008-04-29,0.005162158077452564
2008-04-30,0.010986108918959684
2008-05-01,0.007776162980022876
2008-05-02,0.009608704255026027
2008-05-05,0.007405954204426287
2008-05-06,0.008099255541671402
2008-05-07,0.008366061150550877
2008-05-08,0.0083833724324945
2008-05-09,0.009645654995933759
2008-05-12,0.0055886730279489085
2008-05-13,0.0049877457526026365
2008-05-14,0.008321609528798879
2008-05-15,0.0062061906759651305
2008-05-16,0.004596746424206569
2008-05-19,0.007716279014978275
2008-05-20,0.008518325848427726
2008-05-21,0.010043298678416312
2008-05-22,0.006188040794552319
2008-05-23,0.008564797091553788
2008-05-27,0.007131921041363928
2008-05-28,0.007632463969248936
2008-05-29,0.006371399620780006
2008-05-30,0.005579889387303054
2008-06-02,0.008721803872003676
2008-06-03,0.009032243733083891
2008-06-04,0.009110778630884863
2008-06-05,0.009072485606135076
2008-06-06,0.015587414913160952
2008-06-09,0.008669482978183833
2008-06-10,0.010453120043200953
2008-06-11,0.011538863788780366
2008-06-12,0.011584294861567163
2008-06-13,0.010232569782990697
2008-06-16,0.008405572615790611
2008-06-17,0.0065061045093953605
2008-06-18,0.009281658802789616
2008-06-19,0.007800698825598043
2008-06-20,0.013196482957620298
2008-06-23,0.007266638543475685
2008-06-24,0.009812042987219998
2008-06-25,0.010811438309137856
2008-06-26,0.0151263732838006
2008-06-27,0.011213018016252041
2008-06-30,0.011315223402193283
2008-07-01,0.01675694967544386
2008-07-02,0.010842349712553202
2008-07-03,0.0100021527860876
2008-07-07,0.017640648429190903
2008-07-08,0.011891804954047718
2008-07-09,0.011539187496435378
2008-07-10,0.015913363579695507
2008-07-11,0.02222290451330396
2008-07-14,0.014664507397603452
2008-07-15,0.019703739556920296
2008-07-16,0.013169548982412623
2008-07-17,0.01534945180086652
2008-07-18,0.008545502400712376
2008-07-21,0.007438941332718135
2008-07-22,0.011899629207952041
2008-07-23,0.009565046698916231
2008-07-24,0.008678264733516667
2008-07-25,0.010667265907029511
2008-07-28,0.006977004566214795
2008-07-29,0.010740985661974192
2008-07-30,0.015025673206877149
2008-07-31,0.011996812092109998
2008-08-01,0.009129785564173104
2008-08-04,0.00996926757043041
2008-08-05,0.011813760204199443
2008-08-06,0.008043376216144512
2008-08-07,0.013899176160068888
2008-08-08,0.010280088495857754
2008-08-11,0.008387088616153771
2008-08-12,0.008613108194585687
2008-08-13,0.01204905362525701
2008-08-14,0.009082562680457843
2008-08-15,0.009318237533311768
2008-08-18,0.007814773384246122
2008-08-19,0.00847440117734545
2008-08-20,0.00935763994929714
2008-08-21,0.009710056941669125
2008-08-22,0.009188332203344
2008-08-25,0.010622551745811793
2008-08-26,0.0070447807291782035
2008-08-27,0.007691912911824022
2008-08-28,0.0087904044906437
2008-08-29,0.007428152021052584
2008-09-02,0.015953538012323618
2008-09-03,0.010023693613661535
2008-09-04,0.014567834286540099
2008-09-05,0.01211214604155674
2008-09-08,0.026096202317476867
2008-09-09,0.014387674340308389
2008-09-10,0.01520671301952442
2008-09-11,0.024292906392569598
2008-09-12,0.014395159257532833
2008-09-15,0.03273105241075928
2008-09-16,0.029821021365885818
2008-09-17,0.03218240708267763
2008-09-18,0.03911292095556251
2008-09-19,0.04473573415767607
2008-09-22,0.018773716062953274
2008-09-23,0.019201377675591352
2008-09-24,0.01600016273264483
2008-09-25,0.016532638947249066
2008-09-26,0.021151484676023832
2008-09-29,0.04977925714459892
2008-09-30,0.02913869697970093
2008-10-01,0.017841069476578063
2008-10-02,0.022953876880261823
2008-10-03,0.036011673246042625
2008-10-06,0.048666466553452734
2008-10-07,0.03388373032485788
2008-10-08,0.05280605241798937
2008-10-09,0.039707581614395804
2008-10-10,0.07534880465426108
2008-10-13,0.053665157627655155
2008-10-14,0.05290284806394983
2008-10-15,0.045897530769022525
2008-10-16,0.05647671016094113
2008-10-17,0.037633490367674174
2008-10-20,0.02709499143957397
2008-10-21,0.031158211329843134
2008-10-22,0.0469634851997195
2008-10-23,0.05297620789074104
2008-10-24,0.07301120534794019
2008-10-27,0.04376672613598746
2008-10-28,0.053452771540182006
2008-10-29,0.051522254979974154
2008-10-30,0.042179434699974705
2008-10-31,0.023953494508963398
2008-11-03,0.012966756977127118
2008-11-04,0.026108096861829386
2008-11-05,0.025718647918110148
2008-11-06,0.027177965735154574
2008-11-07,0.027161058683880353
2008-11-10,0.026902066083249087
2008-11-11,0.036241772808267694
2008-11-12,0.03091978391063002
2008-11-13,0.05416236596036855
2008-11-14,0.041193779994611796
2008-11-17,0.04333092592249186
2008-11-18,0.035681879218102536
2008-11-19,0.03449966051203135
2008-11-20,0.05315075256808183
2008-11-21,0.05698536619788928
2008-11-24,0.040477060379858945
2008-11-25,0.029787099114101486
2008-11-26,0.029115055639687082
2008-11-28,0.010108148835136107
2008-12-01,0.0474793352262538
2008-12-02,0.035254658198438406
2008-12-03,0.035953988201099865
2008-12-04,0.029059706324294384
2008-12-05,0.03433112240083629
2008-12-08,0.039843658551366984
2008-12-09,0.027650109692234602
2008-12-10,0.022957194393059918
2008-12-11,0.022387789541369343
2008-12-12,0.02854522165064693
2008-12-15,0.01857970666916287
2008-12-16,0.022284888285266764
2008-12-17,0.024077262618570263
2008-12-18,0.018840680973567562
2008-12-19,0.0163478394520848
2008-12-22,0.018762083436122325
2008-12-23,0.013799199121027167
2008-12-24,0.005849153805944677
2008-12-26,0.006979206939950338
2008-12-29,0.01109856892977048
2008-12-31,0.029797324434218272
2009-01-02,0.012552257137746665
2009-01-05,0.017126075630923488
2009-01-06,0.020045258737931625
2009-01-07,0.019519611956004296
2009-01-08,0.013155681826771605
2009-01-09,0.016390824641603356
2009-01-12,0.01509313180225738
2009-01-13,0.01645540776368574
2009-01-14,0.030286575446934208
2009-01-15,0.026920888765692104
2009-01-16,0.024013685117410963
2009-01-20,0.028536137602074393
2009-01-21,0.024845333467428923
2009-01-22,0.027464721878935422
2009-01-23,0.02994895244172331
2009-01-26,0.02343657383211929
2009-01-27,0.01850876427639226
2009-01-28,0.02342386121862108
2009-01-29,0.019740897144136342
2009-01-30,0.017443310077532095
2009-02-02,0.019951016656579466
2009-02-03,0.014015808540750045
2009-02-04,0.014104886927342006
2009-02-05,0.02239758256923154
2009-02-06,0.01673897045038496
2009-02-09,0.015339418982803043
2009-02-10,0.02381505881690589
2009-02-11,0.017223685923137576
2009-02-12,0.028968803254068646
2009-02-13,0.017493788980535198
2009-02-17,0.03762829986488639
2009-02-18,0.020072305810235037
2009-02-19,0.017998682150845675
2009-02-20,0.026763044066546848
2009-02-23,0.02149984701829556
2009-02-24,0.022896730369425175
2009-02-25,0.03049111734002695
2009-02-26,0.02053515520569104
2009-02-27,0.030432636354109224
2009-03-02,0.02384936360721704
2009-03-03,0.02598340936898264
2009-03-04,0.026761974829656546
2009-03-05,0.030975268343556697
2009-03-06,0.035494008962141006
2009-03-09,0.02233704237881067
2009-03-10,0.03670855168976961
2009-03-11,0.022068998872245817
2009-03-12,0.017592213570873167
2009-03-13,0.015984138404764637
2009-03-16,0.019652413159504452
2009-03-17,0.017372029619122594
2009-03-18,0.025799558002166056
2009-03-19,0.014310463198148448
2009-03-20,0.016141582961907267
2009-03-23,0.03179673558890716
2009-03-24,0.018945956426550507
2009-03-25,0.025519868354249128
2009-03-26,0.025033832008219212
2009-03-27,0.01948119251090763
2009-03-30,0.03374898707016048
2009-03-31,0.01691823984400767
2009-04-01,0.023737948402437533
2009-04-02,0.0269609038707197
2009-04-03,0.013351829859435838
2009-04-06,0.019022572236246777
2009-04-07,0.025444036786165188
2009-04-08,0.015887395637829396
2009-04-09,0.026526923548823696
2009-04-13,0.019022892350356594
2009-04-14,0.018199993757447262
2009-04-15,0.012740220566472948
2009-04-16,0.011476328453880294
2009-04-17,0.011126413318392214
2009-04-20,0.024685042529729615
2009-04-21,0.013596179895170243
2009-04-22,0.02088219880064988
2009-04-23,0.0163431582413681
2009-04-24,0.016504650638665134
2009-04-27,0.01619885798737968
2009-04-28,0.013716226380454884
2009-04-29,0.016205217679505356
2009-04-30,0.019941221850397282
2009-05-01,0.011192790189586138
2009-05-04,0.016812567248395246
2009-05-05,0.009627794543014085
2009-05-06,0.01644312424317226
2009-05-07,0.01877140145415645
2009-05-08,0.019642707968808314
2009-05-11,0.022218556594764856
2009-05-12,0.012555775929789232
2009-05-13,0.02108911027502519
2009-05-14,0.01105870735485824
2009-05-15,0.011644891946056484
2009-05-18,0.01574159211714369
2009-05-19,0.011347400210083514
2009-05-20,0.01751725084995549
2009-05-21,0.016763045462285586
2009-05-22,0.010691401793584
2009-05-26,0.015407299011965586
2009-05-27,0.012513718553940293
2009-05-28,0.019225044113247384
2009-05-29,0.01159449110009262
2009-06-01,0.01934273964752722
2009-06-02,0.008097177325814105
2009-06-03,0.013927884408815993
2009-06-04,0.00818149091667534
2009-06-05,0.015218316272214037
2009-06-08,0.015029302642904098
2009-06-09,0.009625111596037737
2009-06-10,0.012670752921536197
2009-06-11,0.012284751607148545
2009-06-12,0.010177642202564022
2009-06-15,0.018293746548062973
2009-06-16,0.01016501091683852
2009-06-17,0.011168685312437884
2009-06-18,0.008907194462271863
2009-06-19,0.012163029610127024
2009-06-22,0.017969103922700683
2009-06-23,0.010709234207217809
2009-06-24,0.011459916471604825
2009-06-25,0.012987614927387623
2009-06-26,0.00876267950387943
2009-06-29,0.007469339092154995
2009-06-30,0.01028243460703795
2009-07-01,0.011363124183684752
2009-07-02,0.020093713183496873
2009-07-06,0.009507061288935737
2009-07-07,0.010335081902313165
2009-07-08,0.01365751491526686
2009-07-09,0.007694662908054479
2009-07-10,0.009338519773858378
2009-07-13,0.011939504738863106
2009-07-14,0.00716571013834125
2009-07-15,0.01632136251212375
2009-07-16,0.00791560837744893
2009-07-17,0.007051853964788937
2009-07-20,0.008234612579338052
2009-07-21,0.008889012320236167
