,Realized Volatility
2011-07-06,0.004597791027466387
2011-07-07,0.006110099978418239
2011-07-08,0.004690280708853195
2011-07-11,0.007656214913255837
2011-07-12,0.006803516738343186
2011-07-13,0.009101133856354688
2011-07-14,0.008833503175986935
2011-07-15,0.004994458399276697
2011-07-18,0.007213947093689371
2011-07-19,0.006905153077152069
2011-07-20,0.0031392323829827593
2011-07-21,0.005885345601972493
2011-07-22,0.004530116747047979
2011-07-25,0.008901138296452702
2011-07-26,0.00696264217565977
2011-07-27,0.010545276848479388
2011-07-28,0.011718601377268914
2011-07-29,0.01459883504013942
2011-08-02,0.009059181937148199
2011-08-03,0.012213911427478581
2011-08-04,0.02151266877063587
2011-08-05,0.028669509401338073
2011-08-08,0.028449686816443182
2011-08-09,0.03293804456569637
2011-08-10,0.017921026208983764
2011-08-11,0.013915449233095963
2011-08-12,0.006418776515199041
2011-08-15,0.011705710333262334
2011-08-16,0.01249566227297331
2011-08-17,0.013425476220422427
2011-08-18,0.02812838979158323
2011-08-19,0.008701415026662976
2011-08-22,0.01686709420045103
2011-08-23,0.01038855845934053
2011-08-24,0.008342028260491274
2011-08-25,0.01155478594512148
2011-08-26,0.01490611693841053
2011-08-29,0.009340321129873798
2011-08-30,0.007512415619736184
2011-08-31,0.010276937344751491
2011-09-01,0.008217110834248873
2011-09-02,0.011605497637851818
2011-09-06,0.01962654043936123
2011-09-07,0.008409839633825552
2011-09-08,0.007482655447951347
2011-09-09,0.014185346561340252
2011-09-12,0.017063187175736808
2011-09-13,0.008142166092588532
2011-09-14,0.010392831081405061
2011-09-15,0.00869048814158988
2011-09-16,0.008113837475370951
2011-09-19,0.011244774531667796
2011-09-20,0.008275770317228936
2011-09-21,0.015388847768275763
2011-09-22,0.033807795273384345
2011-09-23,0.01757226663058638
2011-09-26,0.018346844259653078
2011-09-27,0.024429615144183646
2011-09-28,0.011956456631855631
2011-09-29,0.021452925017118533
2011-09-30,0.013973024515428898
2011-10-03,0.019782628011132328
2011-10-04,0.03267400633436311
2011-10-05,0.015126811545859663
2011-10-06,0.016677006991315562
2011-10-07,0.011536554866031999
2011-10-11,0.017049488447914103
2011-10-12,0.010228317782076998
2011-10-13,0.015198615578888349
2011-10-14,0.008449247324900568
2011-10-17,0.0081665603886682
2011-10-18,0.013996785856243959
2011-10-20,0.023864613740485752
2011-10-21,0.012428647663176797
2011-10-24,0.010972232464152467
2011-10-25,0.011208723912909314
2011-10-26,0.010250377302354641
2011-10-27,0.023234925068788916
2011-10-28,0.006242328863728802
2011-10-31,0.01680561372023588
2011-11-01,0.02630193989219364
2011-11-02,0.012432616844988404
2011-11-03,0.010269422166424564
2011-11-04,0.009722346294698325
2011-11-07,0.0072435568252459965
2011-11-08,0.008485341102919248
2011-11-09,0.016501244264108008
2011-11-10,0.01455570613876519
2011-11-11,0.014778923406218506
2011-11-14,0.0069613579369706855
2011-11-15,0.00804117081017298
2011-11-16,0.007384420080876237
2011-11-17,0.011830379735915277
2011-11-18,0.007288732724453703
2011-11-21,0.01733680636988259
2011-11-22,0.008581389385865447
2011-11-23,0.016287558603312966
2011-11-24,0.006960323148668629
2011-11-25,0.008334230334425258
2011-11-28,0.023419803591029454
2011-11-29,0.008203012714393325
2011-11-30,0.024427200244274066
2011-12-01,0.010620658146049846
2011-12-02,0.009506691259878236
2011-12-05,0.011961657866389369
2011-12-06,0.010669823896363924
2011-12-07,0.012079060687489018
2011-12-08,0.009223745189314056
2011-12-09,0.006534592346299395
2011-12-12,0.014308562018413138
2011-12-13,0.012227790443030849
2011-12-14,0.012426089081733616
2011-12-15,0.00831048471300271
2011-12-16,0.007767564961338637
2011-12-19,0.008735466593988134
2011-12-20,0.015458782702929082
2011-12-21,0.0051535214408277765
2011-12-22,0.005447629317577561
2011-12-23,0.004965343297781822
2011-12-28,0.014214877135837274
2011-12-29,0.005621086471328321
2011-12-30,0.007450334220992419
2012-01-03,0.017874730446041296
2012-01-04,0.004459578113294153
2012-01-05,0.008236819324597742
2012-01-06,0.006565577815737785
2012-01-09,0.006328919603901045
2012-01-10,0.01111169855513434
2012-01-11,0.0034817077857920886
2012-01-12,0.005823737571348493
2012-01-13,0.008372641776078372
2012-01-16,0.00350498771348252
2012-01-17,0.00675753222696169
2012-01-18,0.006681072738145436
2012-01-19,0.006377584682471446
2012-01-20,0.0037627017842628944
2012-01-23,0.007980872241300889
2012-01-24,0.009433474348629997
2012-01-25,0.008270441042569587
2012-01-26,0.00881205329168741
2012-01-27,0.005671793317710862
2012-01-30,0.010306818934496635
2012-01-31,0.009887796646360138
2012-02-01,0.0047469814580374595
2012-02-02,0.005203527867567086
2012-02-03,0.005683259651265582
2012-02-06,0.006729260813413513
2012-02-07,0.009217248121281134
2012-02-08,0.00661839201548862
2012-02-09,0.006160961060542953
2012-02-10,0.015763936313752017
2012-02-13,0.0053736726827959816
2012-02-14,0.00675479276099043
2012-02-15,0.00650171913993315
2012-02-16,0.005702687677157018
2012-02-17,0.003646396123683985
2012-02-21,0.008406508782137678
2012-02-22,0.006396964369269843
2012-02-23,0.005602505595347248
2012-02-24,0.003553056727725853
2012-02-27,0.010135026407404815
2012-02-28,0.005138566815098212
2012-02-29,0.00903953151236116
2012-03-01,0.0048034429274338925
2012-03-02,0.004568943644095317
2012-03-05,0.007574044692409207
2012-03-06,0.014148108753033461
2012-03-07,0.00843007281585304
2012-03-08,0.008506089505432534
2012-03-09,0.003979357808316283
2012-03-12,0.005185797750291228
2012-03-13,0.005282466637069747
2012-03-14,0.007345697180902619
2012-03-15,0.00928594723908463
2012-03-16,0.006973578660608457
2012-03-19,0.006039621392758891
2012-03-20,0.011949411136706379
2012-03-21,0.004556766259983289
2012-03-22,0.005151730070282564
2012-03-23,0.005201399056018499
2012-03-26,0.006638741257725422
2012-03-27,0.004464607117009451
2012-03-28,0.009705372109166062
2012-03-29,0.01157909579573771
2012-03-30,0.008257486975119346
2012-04-02,0.0074091713641644425
2012-04-03,0.010983316131154896
2012-04-04,0.010480635348694778
2012-04-05,0.008334486985105949
2012-04-09,0.0059480072486837315
2012-04-10,0.008887554639321758
2012-04-11,0.0082178105661042
2012-04-12,0.006977798459232736
2012-04-13,0.010405198658288182
2012-04-16,0.008919559869143527
2012-04-17,0.005907851208989425
2012-04-18,0.004915509510858648
2012-04-19,0.007066636468289997
2012-04-20,0.005401456469209476
2012-04-23,0.017503071290447536
2012-04-24,0.004834036985929265
2012-04-25,0.007073138550770061
2012-04-26,0.0053849609526508335
2012-04-27,0.005894188455696718
2012-04-30,0.007930857282203163
2012-05-01,0.0045078032618516275
2012-05-02,0.011282620806690064
2012-05-03,0.007449167288399005
2012-05-04,0.009620674961358242
2012-05-07,0.007825868432425572
2012-05-08,0.012834228719211567
2012-05-09,0.013580626638410916
2012-05-10,0.008090711270001556
2012-05-11,0.007868447221402052
2012-05-14,0.016187280614344532
2012-05-15,0.007994144108848385
2012-05-16,0.014468237216752345
2012-05-17,0.009333515876598178
2012-05-18,0.010180613711575533
2012-05-22,0.018593149192173895
2012-05-23,0.016432189112056243
2012-05-24,0.010593512348238427
2012-05-25,0.0058919226918706
2012-05-28,0.008555431569586611
2012-05-29,0.009528245852060897
2012-05-30,0.016969789102826104
2012-05-31,0.01096396741827239
2012-06-01,0.014707630316892662
2012-06-04,0.008390530022778765
2012-06-05,0.007492963407898808
2012-06-06,0.010851707930930215
2012-06-07,0.011455794607404835
2012-06-08,0.012022802192961821
2012-06-11,0.011179170939571778
2012-06-12,0.00832390354516378
2012-06-13,0.009308968554591686
2012-06-14,0.011553201494439136
2012-06-15,0.006556111385760283
2012-06-18,0.006024569894470891
2012-06-19,0.008200756810967434
